sentence1,sentence2,similarity,predicted_similarity
"IDEC shareholders would own 50.5 percent of the stock of the combined company, and Biogen shareholders the remaining 49.5 percent.",The companies said Idec holders would own about 50.5 percent of the stock of the combined company.,0.6000000000000001,0.3768115942028985
A boy is playing violin on stage.,A person is mixing a pot.,0.0,0.1904761904761905
Waksal has pleaded guilty to securities fraud and is to be sentenced next week.,"Waksal pleaded guilty to insider trading charges last year, and he is scheduled to be sentenced June 10.",0.7000000000000001,0.36666666666666664
A kid is practicing with an instrument,A kid is playing an instrument,0.9,0.7777777777777778
A brown and white dog is jumping in the air with a tennis ball in its mouth,A brown and white dog is resting on the ground with a tennis ball in its mouth,0.6799999999999999,0.8333333333333333
The kids are chasing each other in the sand,The kids are not chasing each other in the sand,0.86,1.0
A man is holding a small animal in one hand,A man is showing off a small monkey,0.74,0.5666666666666667
A lemur is hanging on a rope,A man is buttering a piece of bread,0.2,0.0
There is no woman slicing a carrot,A woman is slicing a carrot,0.82,1.0
There is no man patting an alligator on the mouth,A man is patting an alligator on the mouth,0.72,1.0
The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal,A hockey player in a yellow jersey is guarding the goal,0.907,0.7857142857142858
There are two things to consider:,I think there are two important things to consider:,1.0,0.75
Two men are fighting in a cow pasture,Two men are fighting in a pen for cattle,0.76,0.7
People are walking outside a building that has many murals on it,People are walking outside the building that has several murals on it,0.94,0.888888888888889
A girl is wearing an orange shirt and a striped tie,A boy is wearing an orange shirt and a striped tie,0.6799999999999999,0.8333333333333334
A man is opening a door,There is no man opening a door,0.72,1.0
A woman with a ponytail is climbing down a wall of rock,A woman with a ponytail is climbing a wall of rock,0.817,1.0
A boy is playing the violin onstage.,A boy is playing an instrument.,0.5599999999999999,0.6666666666666667
Chicago teachers strike in bitter contract dispute,Chicago teachers union delegates could end strike,0.48,0.5641025641025641
"Iran, six global powers sign landmark nuclear deal","Iran, world powers agree nuclear deal",0.8,0.7619047619047618
A man is lifting weights.,A man is chopping egg plant.,0.05,0.2857142857142857
"Ten rescued off Waterford, Dublin coasts",Six rescued after boat capsizes in Dublin Bay,0.52,0.484848484848485
A woman is dancing.,A woman is playing violin.,0.08,0.5333333333333333
A dog is turning on the grass and pursuing a flying tennis ball,A yellow dog is chasing a ball,0.8800000000000001,0.5151515151515152
So think it in this way.,Think of it this way.,1.0,1.0
"The Dow Jones industrial average .DJI ended up 56.79 points, or 0.67 percent, at 8,588.36 -- its highest level since January 17.","The Dow Jones Industrial Average ($DJ: news, chart, profile) rose 56 points, or 0.7 percent, to 8,588.",0.7200000000000001,0.42156862745098034
I did this one time as well.,I have this habit as well.,0.4,0.4666666666666666
2 French Journalists Killed in Mali,Two French journalists killed in Mali,1.0,1.0
There is no white car being driven by the man,A white car is being driven by the man,0.7,1.0
You should do it.,You should never do it.,0.2,0.0
You got it right.,Yes you got it.,1.0,0.6666666666666666
Unfortunately the answer to your question is we simply do not know.,The answer to your question is not really.,0.2,0.6666666666666666
A young child is walking with a bike on a rough dirt path,A young boy is riding a dirt bike through the mud,0.6799999999999999,0.6153846153846154
A man is posing to be watched by another man,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,0.7,0.22222222222222224
There are a couple of options that you could consider:,There are a lot of ways that could go poorly for you.,0.2,0.14814814814814814
Five people are standing in the grass with no dogs,Five people are standing with three dogs in the green field beside the road,0.74,0.5714285714285714
The man is aiming a gun,A girl is playing on a toy phone,0.2,0.0
There is no man squatting in brush and taking a photograph,A man is crouching and holding a camera,0.64,0.7407407407407408
I would personally beware of the Motley Fool.,I would recommend looking at The Motley Fool.,0.4,0.4666666666666666
A girl in a band is playing the flute,A boy in a band is playing the flute,0.82,0.75
A band is playing onstage,There is no band playing,0.82,0.8666666666666666
A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean,A man is standing bare-chested beside a yellow canoe on some rocks with water in the background,0.7,0.5666666666666667
A man and a woman watch two dogs.,A man in a maroon bathing suit swings on a rope on a lake.,0.08,0.33333333333333326
He was tracked to Atlanta where he was arrested on Tuesday night.,"He was arrested in Atlanta, Georgia, on Monday night by police acting on a tip-off.",0.5,0.47619047619047616
A cheetah is quickly running behind its prey.,There is no cheetah quickly running behind its prey,0.76,1.0
The lady is peeling the potato,A potato is being peeled by a woman,0.96,0.8333333333333334
A man in a purple hat is climbing a rocky wall with bare hands,The young man is rock climbing,0.74,0.4444444444444445
A person is chopping a red onion,A big green ball is knocking a potato,0.22,0.22222222222222224
There is no person pouring olive oil into a pot on the stove,A person is pouring cooking oil into a pot,0.76,0.7272727272727273
A man and a woman are standing in front of a building,Two girls are sitting on an ATV on the sand in front of a bridge.,0.08,0.3611111111111112
"A woman is taking off a cloak, which is very large, and revealing an extravagant dress","A woman is putting on a cloak, which is very large, and concealing an extravagant dress",0.7,0.7619047619047618
A woman mixes up vegetables.,A woman is adding ingredients to a skillet.,0.32,0.42857142857142855
This is not a good idea.,But it is not a good idea.,1.0,1.0
The person is dicing up a pepper which is orange,The orange colored dices are being cast by a cook to win the pepper,0.58,0.6060606060606061
A man in a suit dances with a young girl in front of an audience.,A women dangles from a blue fabric connected to a tree.,0.04,0.282051282051282
Mali due to vote for president,Mali Counts Votes After Presidential Runoff,0.44,0.5185185185185186
"Two large dogs, a light colored one and a dark one, are running through snowy terrain",Two dogs are leaping through snowy grass and rocks,0.86,0.47058823529411764
Moffitt said the results need to be replicated in another study before testing of individuals for presence of the long or short versions of the gene will be pursued.,Professor Moffitt said the results needed to be replicated before pursuing testing of individuals for the presence of the long or short versions of the gene.,0.95,0.8735632183908046
Guitar is being played by two men,Two men are talking,0.29,0.6666666666666667
I think there isn't a general answer.,I don't think there is a single definition.,0.8,0.4444444444444445
Three boys are carefully walking on rocks along a river,Three boys are walking on rocks along a river,0.9,0.9230769230769231
The best thing you can do is to know your stuff.,The best thing you can do is find something else interesting to do while you wait on hold.,0.4,0.4444444444444445
"Aventis, based in Strasbourg, France, is one of a handful of companies that still make the flu vaccine.","Aventis, based in Strasbourg, France, is one of the leading producers of the vaccine and one of a handful of companies that still make it.",0.7200000000000001,0.75
Authorities said the scientist properly quarantined himself at home after he developed SARS symptoms Dec. 10.,"The scientist also quarantined himself at home as soon as he developed SARS symptoms, officials said.",0.8400000000000001,0.6666666666666666
Four girls are doing backbends and playing in the garden,Four children are doing backbends in the park,0.74,0.5925925925925927
Four people are walking on a bridge over a river,Four people are walking on a bridge over a body of water,0.92,0.7878787878787878
The rider on the blue and black motocross bike is not wearing the pants,"A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching",0.64,0.3888888888888889
The boy is playing the piano,The boy is playing a musical instrument,0.92,0.6666666666666667
People on motorcycles wearing racing gear ride around a racetrack,People on motorcycles ride around a racetrack,0.76,0.7692307692307693
Bahraini protesters and police clash after funeral,"Greek protesters, police clash as bailout deal in limbo",0.12,0.5555555555555556
A woman is playing with a brown dog in a garden,A woman is petting a dog near a stone path,0.62,0.484848484848485
A young woman is playing the guitar,A girl is playing the guitar,0.9,1.0
A woman in a red dress is playing an instrument,An instrument is being played by a woman in a red dress,0.98,1.0
A man is talking on the phone.,A man is moon-walking across a store.,0.08,0.22222222222222224
Prince Harry pays tribute to US war dead,US presidents pay tribute to Mandela,0.08,0.36363636363636365
It's pretty much up to you.,It is up to you.,1.0,0.33333333333333326
A young man in a white shirt and gold and black hat is sitting with crossed legs,A young person in a white shirt and gold and black hat is sitting with crossed legs,0.94,0.95
A person is throwing a cat at the ceiling,A person is taking a cat down from the ceiling,0.54,0.875
"If your long stay visa for Switzerland is valid, then you will not need a transit visa.","You do not need a transit visa, but to enter Zurich you will need a visa.",0.4,0.5111111111111112
"But in the first 30 seconds after Young entered the ring, the family knew it was an uneven match, Meyers said.","But in the first 30 seconds of the bout, family members knew it was an uneven match, Jodie Meyers, Stacy Young's sister, said.",0.8400000000000001,0.6904761904761906
It calls for the agency to plan an independent safety and engineering organization.,The agency has yet to fully formulate a strategy for the creation of an independent engineering technical authority.,0.68,0.4901960784313726
It's not a good idea.,I do not think it's a good idea.,0.8,0.8
A young man and a woman are riding bikes on the boardwalk near the ocean,An older man and a woman are riding bikes on the boardwalk near the ocean,0.7,0.9166666666666666
A man is pouring a plate of shredded cheese into a pot of sauce,The woman is adding cheese to the sauce,0.52,0.4242424242424242
Two baby pandas are playing,Two pandas are not lying together,0.64,0.5833333333333334
Two people are kickboxing and spectators are watching,Two young women are not sparring in a kickboxing fight,0.683,0.303030303030303
The man is funnily playing the piano with his nose,A man is playing the keyboard with his nose,0.94,0.7777777777777778
Hurricane Isaac Moves Inland After Landfall,Hurricane Isaac batters US coast near New Orleans,0.48,0.5128205128205129
The woman is slicing an onion with a knife,An onion is being sliced with a knife by the woman,0.96,1.0
A woman is boiling eggs,A woman is drying eggs,0.6799999999999999,0.7777777777777778
A woman is putting away the garlic,The woman is dicing garlic,0.72,0.5714285714285714
A dog is chasing another and is holding a stick in its mouth,Two dogs are running and carrying an object in their mouths,0.8,0.7777777777777776
What is your lid made of?,What is your paper for?,0.0,0.0
The birds are swimming in the water.,Birds fly low over water.,0.36,0.6666666666666667
A man is making a bed.,A man is speaking to an audience.,0.15,0.5555555555555554
A woman is being smeared with brown substance and a blurry crowd is in the background,A topless woman is being covered in mud,0.6799999999999999,0.3939393939393939
Headlines in major Iranian newspapers on Dec 14,Headlines in major Iranian newspapers on July 29,0.4,0.7777777777777776
A child is sitting in a red and yellow toy car,The small girl is riding in the toy car,0.8400000000000001,0.696969696969697
The lady isn't measuring the ankle of another woman,The lady is measuring the ankle of another woman,0.6,1.0
A close-up of a gray cat with green eyes.,A close-up of a cat on a cream sofa.,0.48,0.484848484848485
Two men are looking out and binoculars are being held by one of them,Two men are looking out and one is holding binoculars,0.98,1.0
Two young girls are wearing hats and sticking their colored tongues out,Two kids are sticking out blue and green colored tongues,0.72,0.6888888888888889
Opposition leaders emerge to commemorate Cambodian workers' deaths,Cambodia opposition leaders summoned to court,0.08,0.4102564102564103
A man is playing a harp,A harp is being played by a man,0.98,1.0
Two children are playing on a statue,Some children are playing on a statue,0.86,0.9047619047619048
A woman is taking two eggs out of a pot of water,A woman is boiling eggs,0.78,0.5185185185185186
A dog is running on concrete and is holding a blue ball,The large dog is walking outside and is holding a colorful toy in its mouth,0.7,0.5000000000000001
A rope is being climbed by a man,A man is slicing the carrot with a machine,0.26,0.2857142857142857
Little boys are playing in a water fountain in front of lots of people,Little kids are playing in a water fountain in front of lots of people,0.8800000000000001,0.9166666666666666
Some dogs are playing in a river,Some dogs are playing in a stream,0.92,0.8333333333333334
An oriental lady is cutting a carrot into thin pieces.,A woman is slicing a carrot.,0.7200000000000001,0.6666666666666666
"A man, a woman and two girls are sitting on the beach",A group of people is on a beach,0.8800000000000001,0.40740740740740733
A man is seasoning some carrots.,A woman is slicing garlic.,0.16,0.11111111111111112
An electronic man is held as a device,A man is holding up an electronic device,0.5,1.0
A man is sprinkling seasoning on several sliced and buttered loaves of bread,There is no man sprinkling seasoning on several sliced and buttered loaves of bread,0.6799999999999999,1.0
A man is holding a frog,The woman is handling a frog,0.7,0.7777777777777778
A black and tan dog standing in a field near trees,A white dog is standing by a river shaking himself dry.,0.36,0.5384615384615385
Three people are walking across a rope and wood bridge over a river,Three people are walking across a rope and steel bridge over a river,0.8,0.875
Two dogs are playing outside,Two brown and white dogs are fighting on a grassy area in front of a tree,0.6,0.4102564102564103
Two cows are fighting in a pasture by a man,Two men are fighting in a cattle pen,0.5599999999999999,0.7
A deer is jumping over a fence,A deer isn't jumping over the fence,0.78,1.0
Two dogs are running and carrying a toy in their mouths,Two dogs are running and carrying an object in their mouths,0.86,0.9166666666666666
"My answer to your question is ""Probably Not"".",I think that the short  answer to your question is: No.,0.8,0.5185185185185186
You don't need any visa.,You don't have to worry.,0.0,0.22222222222222224
A woman in a purple top is walking a bicycle between two stone columns,A girl dressed in purple and blue is slowly walking beside her bike at night,0.7,0.5490196078431372
Conspiracy against me - Lance,Day begins amid panic,0.04,0.0
A man is opening a door.,A man is cutting an onion.,0.16,0.4444444444444445
"The tech-laced Nasdaq Composite Index gained 2.90 points, or 0.18 percent, to 1,606.87.","At 12:10 p.m. EDT, Canada's benchmark S&P/TSX composite index was up 6.87 points or 0.1 per cent to 6,979.29.",0.1,0.22222222222222224
Three bicyclists crossing a bridge in a city.,The bicyclists are crossing a bridge in the rain.,0.6000000000000001,0.7407407407407408
The women are dancing outside,A few people are dancing,0.86,0.6
A father is launching the daughter in a swimming pool,The man is tossing a kid into the swimming pool that is near the ocean,0.76,0.3888888888888889
US drone strike kills 11 in Pakistan,US drone kills 16 in Pakistan,0.6400000000000001,0.7407407407407408
Unfortunately the answer to your question is we simply do not know.,"My answer to your question is ""Probably Not"".",0.2,0.5666666666666667
"It depends on what you want to do next, and where you want to do it.",I guess it depends on what you're going to do.,0.6000000000000001,0.47619047619047616
"The guitar is being played by the man, who has the guitar case open for donations",A woman is dancing,0.3399999999999999,0.14814814814814814
"A 25 percent increase would raise undergraduate tuition to about $5,247 annually, including miscellaneous, campus-based fees.","The 25 percent hike takes annual UC undergraduate tuition to $4,794 and graduate fees to $5,019.",0.5,0.5222222222222221
World Cup live: France 0-0 Germany,World Cup live: Germany 0-0 Ghana,0.2799999999999999,0.6666666666666666
A boy is looking at a calendar,There is no boy looking at a calendar,0.72,1.0
"""But HRT should not be used to prevent heart disease or any other chronic condition.""","""The clear message is it should not be used to prevent cardiovascular disease,"" Manson said.",0.52,0.42105263157894735
I've had this same problem.,I had this problem before.,0.8,1.0
The man is not putting chicken into the container,The man is putting chicken into the container,0.6599999999999999,1.0
It depends on the dish and how amenable it is at the stage you make the mistake.,It depends on the sauce and the result you want.,0.4,0.4
People are riding and paddling a raft,Some persons are riding and paddling a raft,0.96,0.75
"It depends on what you want to do next, and where you want to do it.",It depends on what you want to achieve.,0.6000000000000001,0.6666666666666667
The woman is not dicing garlic,A woman is chopping up garlic,0.58,0.7777777777777778
The guitar is being played by nobody,A boat is sailing peacefully over the water,0.2,0.09523809523809522
A dog is standing on the side of a mountain,A dog is standing on a mountain,0.82,0.9047619047619048
A man is wearing a blue shirt and walking barefoot on a tennis court,A barefoot man in pajamas is looking toward the stars and is walking on the tennis court,0.64,0.6666666666666666
A person on a bike is jumping through the air and the sun is flaring beautifully through the bike frame,A person on a bike is jumping through the air and the sun is flaring through the bike frame,0.9,0.8431372549019608
A man and woman sit at a table in a restaurant.,Four women and two men sit at a long table in a restaurant.,0.44,0.7692307692307693
There are a few things I think you should do.,There are quite a few things you would need to do;,0.8,0.4444444444444445
A cheetah is running behind its prey.,A cheetah chases prey on across a field.,0.8800000000000001,0.5925925925925927
The girl in blue is chasing the base runner with a number on the jersey,A man in blue has a yellow ball in the mitt,0.54,0.22222222222222224
"The driver of the truck escaped and is now being sought by the police, Supoyo said.",But police say the driver of the truck has not been found and is wanted for questioning.,0.8,0.6428571428571429
There is no young boy playing a wind instrument,A young boy is playing a wind instrument,0.86,1.0
2 Cows are in a field.,Two sheep are in a field.,0.48,0.6666666666666666
"Deirdre Hisler, Government Canyon's manager, said the state has long had its eye on this piece of property and is eager to complete the deal to obtain it.","Deirdre Hisler, Government Canyon's manager, said the state long has coveted this piece of property, and is eager to complete the deal.",1.0,0.7096774193548387
A man is riding a water toy in the water,There is no man riding a water toy in the water,0.76,0.8
A man is slicing a carrot with a knife,The woman is slicing an onion,0.38,0.380952380952381
A little black dog is chasing a little brown dog,There is no little black dog chasing a little brown dog,0.8400000000000001,0.7142857142857144
A man is eating a food.,A man is eating a piece of bread.,0.68,0.6666666666666667
One white dog and one black one are sitting side by side on the grass,A black and a white dog are joyfully running on the grass,0.8230000000000001,0.6041666666666666
Pakistani PM shocked at avalanche trapping army personnel,Pakistan avalanche: rescuers search for buried soldiers,0.48,0.30769230769230765
Four dogs stand in the snow.,Four dogs playing in the snow.,0.7200000000000001,0.8333333333333334
The dog is not playing with a plastic container,The dog is playing with a plastic container,0.72,1.0
A boy in a white t-shirt is splashing in shallow water,A boy is running through the water at the beach,0.7,0.5454545454545454
Someone is folding a piece of paper.,A person is slicing a small pieces of ginger.,0.05,0.5925925925925927
A dog is standing in the sand.,A tan dog is standing in front of some plants.,0.4,0.5
The men are acting on a stage,Mimes are performing on a stage,0.72,0.5
A couple is playing the game of Life.,The family is playing a game together.,0.52,0.625
A man is flooring a sitting guitar player,A man is sitting on the floor in a room and strumming a guitar,0.4599999999999999,0.7878787878787878
"The report cites the marriage of the alleged operational commander of the Bali bombings, Mukhlas, to Farida, a ""highly cosmopolitan and well-educated young woman"".","The report cites the marriage of the alleged operational commander of the Bali bombings, Mukhlas, as an example of how JI uses marriage to grow.",0.68,0.5656565656565657
"You just have to base your answer on what you do know, which is what you want.","So if that's what you need, you really do have to be explicit about it.",0.2,0.5238095238095238
A man is sitting near a bike and is writing a note,A man is standing near a bike and is writing on a piece paper,0.72,0.7179487179487178
The woman is poking a potato,A woman is putting a child in a waste bin,0.3,0.25
A man is cutting a note,A man is cutting a paper,0.8800000000000001,0.7777777777777778
Stones add second Hyde Park concert,Rolling Stones add second Hyde Park date,1.0,0.6153846153846154
A group of black people in front of a building with a moped.,A group of people are outside a decrepit building.,0.5599999999999999,0.6666666666666667
You also imply you may not be paid if they cannot place you with a client.,"You can do it, but you might not be a professor.",0.0,0.0
"A girl, who is little, is playing the piano",A little girl is playing the piano,0.98,1.0
You might have to try a variety before you find one that clicks with him.,My advice would be to try a variety of coffees that you can afford and find one you like.,0.4,0.5777777777777777
The tennis player hit the ball into outer space and broke the death star.,A female tennis player is leaping into the air to hit the ball.,0.24,0.6458333333333333
Schofield got Toepfer to admit on cross-examination that she ignored many of O'Donnell's suggestions and projects.,"But under cross-examination by O'Donnell's attorney, Lorna Schofield, Toepfer conceded she had ignored many of O'Donnell's suggestions and projects.",0.9,0.47126436781609204
"On July 22, Moore announced he would appeal the case directly to the U.S. Supreme Court.",Moore of Alabama says he will appeal his case to the nation's highest court.,0.75,0.55
"Three young men are running, jumping and kicking near a vending machine",Three men are jumping off a tall wall,0.5599999999999999,0.5476190476190477
A dog with a black coat is standing in shallow water,A black dog is standing in shallow water,0.96,0.909090909090909
A bunny is playing with a stuffed bunny,There is no bunny playing with a stuffed bunny,0.8,0.75
It depends on what you want to have in your tank.,i think it depends what you want:,0.4,0.6666666666666666
A girl dressed in purple and blue is walking beside her bike at night,A woman in a top which is purple is walking a bicycle between two stone columns,0.62,0.5416666666666666
A man is spreading butter on a piece of bread which is big,A man is carelessly smearing butter on a slice of garlic flavored bread ,0.8,0.6666666666666666
A man is stopping in the middle of a road,A man is walking down a road,0.64,0.5714285714285714
A man is making music with a flute,A man is playing soccer,0.22,0.5238095238095238
"A dog, which is black, and a white one are ignoring each other in the street","A dog, which is black, and a white one are staring at each other in the street",0.72,0.888888888888889
Two men standing in grass staring at a car.,Two women sitting in chairs in a shop.,0.08,0.484848484848485
The man's jumper is in the empty pool,A lone biker is jumping in the air,0.2799999999999999,0.07407407407407406
A young man is pushing a motocross bike up a dirt hill,A young man is pushing a motocross bike down a dirt hill,0.6799999999999999,0.8571428571428571
A brown dog is attacking another animal in front of the man in pants,Two dogs are wrestling and hugging,0.64,0.33333333333333326
"The Pentagon had hoped to retain control of the postwar effort, so the decision is a victory for Secretary of State Colin L. Powell.","The Pentagon had hoped to retain control of the postwar effort, so the decision was seen by some insiders as a victory for Powell and the State Department.",0.7334,0.7692307692307693
Nigeria mourns over 193 people killed in plane crash,Nigeria opens probe into deadly air crash,0.32,0.4102564102564103
The girl is trotting on the horse,A girl is riding a horse,0.8800000000000001,0.7777777777777778
A lion is pacing tiredly in a pen,There is no lion walking,0.5599999999999999,0.5
A woman is stabbing a potato with a fork.,A woman is puncturing a potato with a fork.,1.0,0.75
A picture is being drawn by a man,A man is drawing a picture,0.98,1.0
"In the US, it will depend on the school.",It really depends on the school and the program.,0.6000000000000001,0.5714285714285714
A woman is slicing a potato,There is no woman slicing a carrot,0.64,0.7777777777777778
Singapore stocks end up 0.11 pct,Singapore stocks end down 0.45%,0.32,0.6
A young child is riding a bike on a rough dirt path,The young boy is riding a dirt bike through the mud,0.76,0.7179487179487178
Georgian PM's ally to become president - exit poll,Ally of Georgia's billionaire PM to be president -exit polls,0.92,0.47058823529411764
Two firefighters killed in New York ambush,Two New York firefighters in guarded condition after deadly ambush,0.52,0.7619047619047618
A group of kids is playing on a structure which is colorful,A group of kids is playing on a colorful structure,1.0,1.0
"It depends on what you want to do next, and where you want to do it.","In other words, it depends on where you go, when you do there and how.",0.8,0.42857142857142855
"The 30-year bond US30YT=RR rose 22/32 for a yield of 4.31 percent, versus 4.35 percent at Wednesday's close.","The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent, down from 4.35 percent late Wednesday.",0.76,0.40740740740740733
You have to decide what you want to get out of this.,You're probably going to have to read various blogs to get all the information you want.,0.0,0.48484848484848475
A trick is being performed by a rollerblader on a ramp,A rollerblader is performing a trick on a ramp,1.0,1.0
The elderly lady is anxiously waiting on the sidewalk,A woman in a fur hat and fur coat is standing outside a building,0.5599999999999999,0.20512820512820512
A boy in a swimsuit is sitting on top of a circular fountain,A girl is standing next to the opening of a fountain,0.5,0.3636363636363636
The brown dogs are playfully fighting on the sandy beach,The brown dogs are playfully fighting on the sandy shore,0.96,0.888888888888889
A small cat is opening a plastic drawer with its paws and jumping inside,A cat is opening a drawer and climbing inside,0.86,0.6923076923076923
A woman is cutting an onion,A man is slicing onions,0.74,0.7777777777777778
Queen Beatrix of The Netherlands to abdicate for son,Queen Beatrix of the Netherlands abdicates in favour of son,1.0,0.7272727272727273
A man is dancing in the rain,A person is dancing in the rain,0.92,0.8333333333333334
A man and woman are talking,A man and a woman are not eating,0.6,0.6666666666666666
A black and brown cat is eyeing a fly,The man is eating cereal,0.2,0.33333333333333326
The man is typing on a machine used for stenography,A man is typing on a machine used for stenography,1.0,1.0
"Sayliyah was the command base for the Iraq war, but Central Command sent hundreds who ran the war back home to Tampa, Florida.","As Sayliyah was the command base for the Iraq war, but hundreds who ran the war have returned to the United States.",0.68,0.6282051282051282
A red haired women in black is posing for a man while resting on a tree.,A man in a black shirt is holding a child wearing sunglasses.,0.0,0.48888888888888904
Someone is playing a piano.,Someone is playing guitar.,0.48,0.7777777777777778
13 killed in Afgan terror attack,6 killed in Afghan capital mosque attack,0.4,0.4242424242424242
Black bird standing on concrete.,Blue bird standing on green grass.,0.2,0.5925925925925927
A woman is wearing paint and costume pieces and is riding a bike on a empty street,A girl in a strange outfit is riding the bike,0.8,0.47619047619047616
"A young boy with his hair standing up, is sliding down a blue slide",The kid in the orange shirt is sliding down a teal slide.,0.52,0.3589743589743589
A band is playing some instruments,An electronic keyboard is being played by a man,0.62,0.380952380952381
A person is jotting something with a pencil,A person is writing,0.92,0.5
Two people dressed in green and red costumes are outside on the sidewalk,Two people dressed in green and red costumes are outside near the street,0.86,0.8235294117647058
The woman is walking the dog down the street ,The woman is walking the dog,0.9,0.8571428571428571
The respected medical journal Lancet has called for a complete ban on tobacco in the United Kingdom.,"A leading U.K. medical journal called Friday for a complete ban on tobacco, prompting outrage from smokers' groups.",0.68,0.5972222222222222
Two brown dogs runs through the water.,Two brown dogs running through water.,0.92,1.0
A woman is looking down and is wearing a wedding veil,A boy is looking down and wearing a wedding veil,0.58,0.8
Three men are sitting on a hill and looking at the sea,Three hikers are sitting on a mountainside and looking at the view with a pair of binoculars,0.74,0.42857142857142855
A group of people is sitting on both sides of a red stone structure,Some people are sitting on the ground outside a monument,0.6599999999999999,0.5833333333333334
A wet boy is jumping around on dirty and wet grass,A young boy covered in grass is jumping near a fence made of wood,0.6,0.5208333333333334
The man is playing the guitar.,The man is peeling a potato.,0.1166,0.33333333333333326
A woman is talking on a cell phone.,A man and woman are talking on the phone.,0.6000000000000001,0.8333333333333334
A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles,There are no men sitting at the table with four beer bottles,0.5599999999999999,0.6842105263157896
Two people are riding a motorcycle,Nobody is riding a bike,0.5,0.6666666666666667
A man is spitting,There is no person standing in a vast field of glacial ice,0.22,0.125
A man is cooking a snake,There is no man cooking a snake,0.74,1.0
The badger isn't burrowing a hole,The badger is burrowing a hole,0.8,1.0
I think you've pretty much done your review.,You've pretty much answered your own question.,0.4,0.5833333333333334
Hamas hangs three Gaza prisoners,Myanmar announces release of prisoners,0.12,0.40740740740740733
Lord Palumbo offers hope for a relationship with his son James,Oscar Pistorius sent for mental evaluation: what will it mean?,0.04,0.10256410256410256
Brendsel and chief financial officer Vaughn Clarke resigned June 9.,The company's chief executive retired and chief financial officer resigned.,0.52,0.4814814814814815
Dirt bikers are riding on a trail,Bikers are riding on a trail,0.8800000000000001,0.6666666666666667
The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,The blonde girl with the pink top is happily smiling and wearing funny glasses with a large nose attached,0.96,0.9565217391304348
"""We are expending all available resources toward the investigation,"" said Assistant U.S. Attorney Todd Greenberg, a counterterrorism prosecutor in Seattle.","""We are aware of the situation,"" said Assistant US Attorney Todd Greenberg, a counter-terrorism prosecutor in Seattle.",0.5334,0.4946236559139784
Two women are wearing bikinis on the sandy beach,Two women are naked and are standing on the sand,0.6,0.484848484848485
The yellow dog is drinking water from a bottle,A yellow dog is not drinking water from the faucet,0.86,0.8
A little boy is sitting in a green tunnel with a smile on his face,A little boy is crawling in a green tunnel with a smile on his face,0.92,0.9047619047619048
SCO says the pricing terms for a license will not be announced for weeks.,"Details on pricing will be announced within a few weeks, McBride said.",0.52,0.619047619047619
A tan dog is splashing in the water on the bank of a pond,A tan dog is playing in the water on the bank of a pond,0.8400000000000001,0.888888888888889
The ballerina is dancing.,A man is dancing.,0.35,0.5
This is a problem that the professor has to deal with.,This is a big problem.,0.2,0.4
The woman is cracking two eggs into a bowl made of glass,The woman is cracking two eggs into a glass bowl,1.0,0.9487179487179487
A black dog and a tan dog are fighting,A black dog and a white dog are wrestling on the ground,0.6799999999999999,0.5151515151515152
A group of people is equipped with protective gear,A group of people is equipped with gear used for protection,1.0,0.7878787878787878
The show for the small child is being set on an exciting swing at the park,The little girl is swinging and the woman is standing behind her,0.6599999999999999,0.46153846153846156
A young boy wearing a red swimsuit is jumping into a blue kiddies pool,A boy wearing red shorts is jumping into a paddling pool,0.8,0.75
A man is playing the guitar loudly,The adult is playing the guitar loudly,0.96,0.875
"You can use it, too.","You can do it, too.",0.6000000000000001,0.0
A man is standing at the wheel of a classic American car that has its door and trunk open,A person is standing at the wheel of a classic American car that has its door and trunk open,0.9,0.9444444444444444
The girl is trotting on the horse,A man on a motorcycle is not riding on one wheel,0.2,0.16666666666666666
A man is slicing an onion,An onion is being sliced by a man,0.98,1.0
Some women are talking,Some women are not talking,0.82,1.0
The pepper is being sliced by a woman with a knife,A woman is slicing a green pepper,0.98,0.75
A woman is slicing a potato,A woman is slicing a carrot,0.64,0.7777777777777778
The surfer does a flip off of a wave.,A surfer does a flip on a wave.,0.96,1.0
A few men in a competition are running outside,A few men are running competitions outside,0.78,1.0
A woman in a black shirt is sitting next to a fluorescent green bag,A woman in a black shirt is standing next to a fluorescent green bag,0.72,0.9166666666666666
Two people are sitting in lawn chairs and are reading books,Two people in two chairs are reading pleasantly,0.86,0.6666666666666666
Three men posing in a tent.,Three men eating in a kitchen.,0.24,0.5
An old man with a grey beard is riding a bike,A man is wearing a beret and is riding the bicycle on a recreation trail,0.78,0.6410256410256411
The boy is checking a calendar,A boy is looking at a calendar,0.96,0.8333333333333334
A man is singing and standing on the sidewalk,A man is singing and walking down the sidewalk,0.82,0.75
A great singer is dancing on the ceiling,A child is making a snow ball,0.2,0.29166666666666663
