,id,s1,s2,score,BERT
11237,sts_train_228,Someone is greasing a pan.,Smeone is laying down.,0.08,0.0709007605910301
11238,sts_train_2417,What makes you think the owl didn't participate?,It doesn't say that it didn't participate.,0.32,0.3118157684803009
11239,sts_train_4708,Syria envoy calls for National Unity Government,Syria envoy calls for political change to end conflict,0.44,0.4830499291419983
11240,sts_train_3504,north korea denies involvement in any nuclear program in syria. ,north korea denies involvement in any syrian nuclear project.,0.8800000000000001,0.9623786807060242
11241,sts_train_2283,Originally Posted by JonD Doubtful.,Originally Posted by eleanor.ellis,0.24,0.3288904726505279
11242,sick_train_699,Three hikers are standing on a mountainside and looking at the view with a pair of binoculars,Three hikers are sitting on a mountainside and looking at the view with a pair of binoculars,0.8800000000000001,0.7792205810546875
11243,sick_train_6242,There is no man cutting onions,A man is cutting onions,0.6,0.8736924529075623
11244,sick_train_3554,The man is standing on a rocky mountain and gray clouds are in the background,A black topless person is packing a pile of rocks and a front of clouds are in the background,0.58,0.5615395903587341
11245,sick_train_5342,A white hat is being worn by an Arabic man,A man with a white hat and brown shirt is behind a woman in red and is looking to the left,0.5599999999999999,0.5805068016052246
11246,sick_train_2798,There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something,A man is sitting near a bike and is writing a note,0.54,0.62080979347229
11247,sts_train_2384,fix?: Islam itself is not political.,Islam has always been political.,0.24,0.2574890553951263
11248,sts_train_1096,A close-up of an animal with a long face standing on grass near a tree.,A close-up of a woman with black boots next to a blue motorcycle.,0.0,0.023512152954936
11249,sts_train_2585,Shares of Guidant plummeted in trading both on and off the New York Stock Exchange before a news halt was imposed after midday.,Shares of Guidant were down 5.3 percent at $40.92 in afternoon trading on the New York Stock Exchange.,0.5294,0.5094358325004578
11250,sts_train_5173,Foreign exchange rates in India,Foreign exchange rates in Singapore,0.2799999999999999,0.331679493188858
11251,sick_train_6070,Two people are kickboxing and spectators are watching,Two people are fighting and spectators are watching,0.8800000000000001,0.8863933682441711
11252,sick_train_5193,A soccer player is sitting on the field and is drinking water,Water is being drunk by a soccer player sitting on the field,0.96,0.9430566430091858
11253,sts_train_288,Some men are playing guitars.,Three men are playing guitars and singing together.,0.6400000000000001,0.6045394539833069
11254,sts_train_171,Medics transport a patient on a stretcher.,A doctor rushes a patient on a stretcher.,0.68,0.7008577585220337
11255,sick_train_4738,Two girls are playing inside a jumper house,A child in clothing which is light colored is standing with his arms extended outward,0.26,0.1948022693395614
11256,sick_train_6566,A man is taking a picture of a drawing,A man is drawing a picture,0.5730000000000001,0.7569907307624817
11257,sts_train_4185,Japan closes last nuclear reactor,Japan switches off last nuclear power plant this weekend,0.8400000000000001,0.8083241581916809
11258,sts_train_1794,A dog is running in the snow.,Two dogs running in the dirt,0.44,0.4316783845424652
11259,sts_train_3378,"The deal, approved by both companies' board of directors, is expected to be completed in the third quarter of Nvidia's fiscal third quarter.",The acquisition has been approved by both companies' board of directors and is expected to close in the third quarter this year.,0.68,0.7339978814125061
11260,sick_train_6393,People are sitting at square tables in a red room,Several people are sitting at little tables in a darkened room,0.6799999999999999,0.7528887391090393
11261,sts_train_2131,The money I spent adopting Velociraptor.,Those may be my top . The money I spent adopting Velociraptor.,0.8400000000000001,0.7596369385719299
11262,sts_train_2920,"He was listed last night in critical but stable condition at Kings County Hospital Center, police said.","That victim, a New Jersey resident, was in critical but stable condition at the hospital.",0.65,0.6396190524101257
11263,sts_train_5705,Taiwan coast guard launches new ships as South China Sea tensions rise,Chinese military reaches out amid South China Sea tensions,0.4,0.522824764251709
11264,sick_train_5206,A keyboard is being played by a person,A person is playing a keyboard,0.96,1.06912100315094
11265,sick_train_5053,A waterfall is flowing out of a shallow pool,The people are walking on the road beside a beautiful waterfall,0.54,0.5196794867515564
11266,sts_train_5634,One killed in clashes at Muslim Brotherhood Cairo offices,Egypt: Protesters storm Muslim Brotherhood's HQ,0.4,0.4063949286937713
11267,sts_train_3743,saudi arabia is an absolute monarchy that has taken steps towards reform. ,saudi arabia is an absolute monarchy and has a consultative council appointed by the government.,0.68,0.6632363796234131
11268,sts_train_1485,A close-up of a sheep in the grass.,"A close-up of a lamb with its ear tagged, standing on grass.",0.36,0.3550345301628113
11269,sick_train_3458,A deer is jumping over a wall,The deer is jumping over the fence,0.8,0.8071593642234802
11270,sts_train_4458,Gunman Among 7 Dead After Florida Apartment Shooting,Gunman among 7 dead after Fla. apartment shootout,1.0,0.9968244433403016
11271,sick_train_1077,A potato is being sliced by the man,A man is slicing potatoes,0.92,1.0631544589996338
11272,sts_train_3153,Mr. Mask said Mr. Cullen would be taken from the Somerset County Jail by Thursday and moved to the Ann Klein Forensic Hospital just outside Trenton for psychiatric care.,"Charles Cullen, 43, was transferred from the Somerset County Jail in Somerville to the Anne Klein Forensic Center, a 150-bed psychiatric treatment facility in Trenton.",0.7384000000000001,0.6993182301521301
11273,sick_train_3079,A dog is walking away from the tail of an animal in the grass,A dog is chasing the tail of an animal in the grass,0.62,0.6354600191116333
11274,sick_train_2191,A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman in a black shirt is standing next to a fluorescent green bag,0.42,0.4837412536144256
11275,sts_train_1671,The white and brown dog runs across the grass.,Three dogs are running on the grass.,0.6400000000000001,0.4729510247707367
11276,sts_train_2715,"""We condemn the Governing Council headed by the United States,"" Muqtada al Sadr said in a sermon at a mosque.","""We condemn and denounce the Governing Council, which is headed by the United States,"" Moqtada al-Sadr said.",0.8400000000000001,0.8870365023612976
11277,sts_train_3859,"Russia, China veto UN resolution on Syria killings","Russia, China in double veto of UN Syria resolution",0.76,0.8709965944290161
11278,sts_train_5221,Australia leader ousted in snap leadership vote,Australian PM Gillard ousted in leadership vote,0.8,0.8588988184928894
11279,sts_train_3706,the golden triangle region was 1 of the world's biggest producers of opium. ,helmand province is the world's largest producer of opium.,0.52,0.4979592859745025
11280,sts_train_1885,Two girls with ponytails ride an amusement park ride.,A young girl is on a ride at an amusement park.,0.6000000000000001,0.5802698731422424
11281,sts_train_3340,"""The issue has been resolved,"" Marlins President David Samson said through a club spokesman.","The Marlins only said: ""The issue has been resolved.""",0.6000000000000001,0.6373645067214966
11282,sts_train_293,A badger is burrowing a hole.,A badger is digging the earth.,0.92,0.911334216594696
11283,sts_train_878,The person is removing the scales from the fish.,A person is descaling a fish.,1.0,0.8731760382652283
11284,sick_train_5599,A dark black dog and a light brown dog are playing in the backyard,A black man is running in brown grass and racing a dog,0.4,0.3586796820163727
11285,sts_train_2487,"""Fighting continued until midnight,"" western rebel commander Ousmane Coulibaly told Reuters by satellite phone on Sunday.","""They ransacked and burned the two villages completely,"" rebel commander Ousmane Coulibaly told Reuters by satellite phone from the bush.",0.5599999999999999,0.6371400356292725
11286,sick_train_5798,A man is falling off a horse on a track and is laid in the wild,A man is getting on a horse on a track laid in the wild,0.76,0.6558405160903931
11287,sts_train_1818,A brown dog chews on an orange ball.,A dog has an orange ball in its mouth.,0.8,0.8081639409065247
11288,sick_train_5224,A black and white dog with a large branch is running in the grass,A black and white dog is carrying a huge stick on the green grass,0.8400000000000001,0.8534602522850037
11289,sick_train_5882,The man is being knocked off of a horse,Someone is on a horse,0.6799999999999999,0.8765565752983093
11290,sts_train_1145,A group of river barges with trees in the background.,A group of cows in a field with yellow tags in their ears.,0.04,0.0393207594752311
11291,sick_train_639,A bull dog is being brushed by the monkey,A monkey is brushing the dog,0.8400000000000001,0.8396075963973999
11292,sick_train_1067,A man is standing in the middle of a gym and is wearing a jersey,There is no man standing in the middle of a gym and is wearing a jersey,0.6,0.7791118621826172
11293,sts_train_4245,One dead in new Israeli strike on Gaza,Two killed in new Israeli strike on Gaza: medics,0.7200000000000001,0.7676795125007629
11294,sts_train_3440,"Penn Traffic's stock closed at 36 cents per share on Wednesday on Nasdaq, up two cents.","Penn Traffic stock closed Wednesday at 36 cents, up 2 cents, or 6.2 percent, from Tuesday's close.",0.75,0.8337752819061279
11295,sick_train_1761,There is no man playing a piano,A man is playing a guitar,0.5,0.4139971435070038
11296,sts_train_849,A woman is hitting a man.,A man is holding a slow loris.,0.0,0.0651268362998962
11297,sick_train_4480,The little boy is riding a bicycle in a race,The little girl is riding a bicycle in a race,0.72,0.6615597605705261
11298,sick_train_4856,Someone is putting ingredients into a pan,A person is cutting garlic into pieces with a knife,0.62,0.7560155391693115
11299,sts_train_5156,'Western' forces attack Islamic militant base in Somalia,Western powers scramble to befriend Modi,0.2,0.2805521786212921
11300,sick_train_3667,A woman is slicing a tomato,A woman is dancing near a fire,0.22,0.2621746063232422
11301,sick_train_6667,One chimp is angrily kicking the target,A chimp is angrily kicking a target,0.96,0.9431577324867249
11302,sick_train_5683,There is no man doing back flips on a trampoline,Several kids are jumping on a trampoline,0.64,0.6443002820014954
11303,sts_train_2416,the problem isn't who has money.,the problem is who doesn't have money.,0.493333333333334,0.4679053723812103
11304,sts_train_937,A man is dicing an onion.,The man is playing the guitar.,0.08,0.1445651799440384
11305,sick_train_6053,A man is playing a guitar,A girl is playing a guitar,0.6599999999999999,0.5815742015838623
11306,sts_train_771,A woman covers a piece of meat with flour.,A woman is seasoning a piece of meat.,0.6000000000000001,0.6503159999847412
11307,sts_train_4876,Palestinian president assigns academic to form West Bank gov't,Palestinian president wants Israelis to talk peace,0.36,0.3495677411556244
11308,sts_train_5088,Fourteen killed in Brazil bus accident,Two killed in Arizona skydiving accident,0.12,0.1178343296051025
11309,sts_train_4971,Army jets kill 38 militants in NW Pakistan air raids,U.S. drone kills 4 militants in Pakistan,0.6400000000000001,0.6126120686531067
11310,sick_train_6535,A black dog and a yellow dog are playing with each other,Two dogs are in a kennel on their hind legs and are facing one another,0.64,0.6373746991157532
11311,sick_train_888,The man is cooking slices of potato,The man is slicing the potato,0.76,0.8367881774902344
11312,sick_train_2156,The animal with big eyes is sleeping,A lemur is eating,0.54,0.5694854855537415
11313,sts_train_29,The woman is frying a breaded pork chop.,A woman is cooking a breaded pork chop.,0.8400000000000001,0.902509868144989
11314,sick_train_1423,The little girl in a pink shirt is running under a tree in the desert,A girl is running with a pink shirt and is not wearing jeans,0.64,0.6355531811714172
11315,sick_train_160,The brown dogs are playfully fighting on the sandy shore,A brown dog and a red dog are frolicking on the beach,0.72,0.7623448967933655
11316,sick_train_323,A woman is cutting broccoli,There is no man cutting tomatoes,0.38,0.4164653718471527
11317,sick_train_1674,A person who is practicing snowboarding jumps into the air,A leap over white snow is greatly appealing to the snowboarders,0.58,0.5783125758171082
11318,sts_train_1347,A little bird floating in the water.,A duck floating in the water.,0.48,0.5450706481933594
11319,sts_train_5493,Man Who Set Himself on Fire on National Mall Has Died,"Man Sets Himself on Fire on National Mall, Flown to Hospital",0.6000000000000001,0.6385964751243591
11320,sts_train_4862,"17 killed, 133 wounded in bomb attacks in northern Iraq","15 killed, 90 wounded in fresh attacks in Iraq",0.5599999999999999,0.5330870747566223
11321,sts_train_357,A person is doing pencil tricks with his hand.,A person is slicing carrots in half.,0.0666,0.1415211111307144
11322,sts_train_4896,Suspected U.S. drone strike kills 5 in Pakistan,US drone strike kills at least ten in Pakistan,0.5599999999999999,0.6503533720970154
11323,sick_train_1316,Some teenage girls are dancing for the camera,Some teenage girls are standing still in front of the camera,0.7,0.7226594686508179
11324,sick_train_1314,There is no girl in pink twirling a ribbon,"The girl is wearing a white shirt and a pink skirt, and is standing in front of a house",0.52,0.5604666471481323
11325,sick_train_3168,The woman is not cooking something,The woman is cooking something,0.72,0.8677945733070374
11326,sick_train_2357,The man is cautiously feeding a mouse to the snake,A snake is being fed a mouse by a man,0.98,0.9738779067993164
11327,sts_train_4989,Egypt forces set to block access to Morsi protest camps,Egyptian forces move to clear pro-Morsi protest camps,0.48,0.5231639742851257
11328,sts_train_977,A panda bear is laying down.,A baby panda relaxes on some logs.,0.6666000000000001,0.7185376882553101
11329,sick_train_4218,Two people are seated near a camel and another camel is in the foreground,Two people are seated on a camel and another camel is in the foreground,0.8,0.8545261025428772
11330,sts_train_5407,Those refused medical cards urged to contact HSE,HSE boss defends medical-card plan,0.24,0.2960142493247986
11331,sts_train_4797,No deal on fiscal cliff as Obama goes on holiday,"John Boehner: from humble origin, fiscal cliff may be his undoing",0.2,0.2012809962034225
11332,sick_train_2721,A boy is looking at a calendar,A boy is studying a calendar,0.9,0.9031640887260436
11333,sick_train_6288,Two dogs are wrestling and hugging,A brown dog is attacking another animal in front of the tall man in pants,0.58,0.5645244121551514
11334,sick_train_3742,A man is sitting on a train and resting his hand against his face,A man is standing on a train and resting his hand on his lap,0.6799999999999999,0.7474755644798279
11335,sick_train_1453,There is no dog jumping for a Frisbee in the snow,A dog is jumping for a Frisbee in the snow,0.72,0.8901323080062866
11336,sick_train_2785,A woman is running on the beach with a dog on a leash,A woman in a bikini is pulling a dog on a leash at the beach,0.8,0.7541195750236511
11337,sick_train_3067,Two girls are jumping inside a playing house,A child in light colored clothing is standing with his arms extended outward,0.32,0.2399640530347824
11338,sick_train_2619,A small boy in a green shirt is striping a sliding tube,A small boy in a striped shirt is sliding out of a green tube,0.6,0.7671490907669067
11339,sts_train_3072,Sequent representatives could not immediately be reached for comment on the SCO announcement.,A spokesman for SCO could not be reached for comment this afternoon.,0.76,0.7817357182502747
11340,sick_train_6707,A man is shooting guns,There is no man shooting guns,0.6599999999999999,0.8458631634712219
11341,sts_train_5251,Tropical Storm Karen targets US Gulf Coast,Tropical Storm Karen weakens as it nears U.S. Gulf Coast,0.52,0.5187689661979675
11342,sick_train_4603,Two boy are playing on a trampoline,Nobody is playing on a trampoline,0.76,0.713262140750885
11343,sick_train_51,A dog which is furry and black is in a backyard and is carrying a basket in its mouth.,A dog which is furry and black is in a back yard and is carrying a basket in its mouth,1.0,0.973880648612976
11344,sick_train_2879,The person is not slicing onions,The person is slicing onions,0.78,0.7901942133903503
11345,sick_train_3826,The man in the straw hat is smoking a cigarette,A cigarette is being smoked by the man in the straw hat,1.0,0.9569818377494812
11346,sick_train_1324,A man in a purple hat isn't climbing a rocky wall with bare hands,A man in a purple hat is climbing a rocky wall with bare hands,0.72,0.6934842467308044
11347,sts_train_5386,"Three dead, 63 hurt as New York buildings collapse","Two dead, nine hurt in French building collapse",0.32,0.3986204862594604
11348,sts_train_1057,A grey and white tabby cat is sleeping on purple fabric.,Black and white cat sleeping on a brown tarp.,0.48,0.5481019616127014
11349,sick_train_2732,The picture of a man is being taken near a lake,The man is setting up the camera and taking sunset pictures at the beach,0.54,0.6049002408981323
11350,sts_train_1884,A black dog is chasing after a red Frisbee.,A black poodle is running in the snow.,0.2799999999999999,0.3146813511848449
11351,sts_train_4125,Torres moving on after Olympic bid fails,"Torres finishes 4th, misses out on sixth Olympics",0.6000000000000001,0.6380935311317444
11352,sick_train_6329,A man is frying a tortilla,Nobody is performing a card trick,0.2,0.1861594915390014
11353,sts_train_4706,Muslim Brotherhood supporter dies in Cairo clash,Muslim Brotherhood supporters die in Egypt clashes,0.7200000000000001,0.8074192404747009
11354,sick_train_5356,A group of people is sitting on both sides of a red stone structure,The group of people is not sitting on the ground outside a monument,0.64,0.6814382672309875
11355,sts_train_5465,China yuan strengthens to new high against USD,China yuan weakens to 6.1705 against USD,0.44,0.4103586077690124
11356,sts_train_3864,Hurricane Sandy Closes in on US East Coast,Hurricane Sandy takes aim at US East Coast,0.96,1.0474035739898682
11357,sts_train_4638,Flooding in Canada forces evacuation of another city,"California wildfire forces evacuation of homes, university",0.16,0.2350756525993347
11358,sts_train_4179,Chicago teacher strike nears end with 'framework' agreement in place,"General strike ends: Histadrut, Treasury reach agreement",0.16,0.2011487483978271
11359,sts_train_1101,A row of locomotives on a siding in a field.,A dark brown horse standing in a field.,0.24,0.3555448949337005
11360,sick_train_4933,A woman is collecting tap water in a mug,A woman is emptying the water from a mug,0.76,0.7191088199615479
11361,sts_train_4863,Officer injured in India anti-rape protests dies,Indian policeman injured in gang-rape protest dies,0.8400000000000001,0.8341891765594482
11362,sts_train_5502,7 killed in attacks in Iraq,16 killed in series of attacks in Iraq,0.6000000000000001,0.4985165894031524
11363,sick_train_5474,The girl is riding the horse,The girl is watering the plants,0.2799999999999999,0.2586739063262939
11364,sick_train_5838,A big brown and white spotted dog is lying on a jacket on the street,A small brown and white spotted dog is lying on a jacket on the street,0.8400000000000001,0.8936737775802612
11365,sick_train_2699,There is no little girl with blond hair smiling and sitting on a swing,A little girl with blond hair is smiling and sitting on a swing,0.74,0.880253255367279
11366,sts_train_458,The girl flew her kite while she ran up a hill.,A girl loses her kite.,0.45,0.4027044177055359
11367,sts_train_1819,A brown dog jumping into the air to catch a ball.,three young woman jumping into the air to catch a ball.,0.12,0.1634821593761444
11368,sick_train_2092,A dog is pushing a toddler into a puddle of rain,The dog is knocking a boy into the water,0.78,0.7580642700195312
11369,sts_train_1160,Red double decker bus.,"A red, double-decker bus.",1.0,1.0040825605392456
11370,sick_train_5253,People are walking outside the building that has several murals on it,Several people are in front of a colorful building,0.72,0.7298187017440796
11371,sts_train_5297,Israel approves release of first group of Palestinian prisoners ahead of peace talks,Syrian opposition confirms participation in peace talks,0.2,0.2488133311271667
11372,sick_train_3043,Two males are standing on a cliff edge and no one is jumping into the water,One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is jumping of it into the water,0.6599999999999999,0.7217698693275452
11373,sick_train_1585,Two people are walking near the water,Two people are wading through the water,0.7,0.7044779062271118
11374,sick_train_3275,Women are wearing bunny ears and race numbers and are curiously pointing at something in the distance,Women are wearing bunny ears and race numbers and are pointing at something in the distance,0.94,0.9862681031227112
11375,sick_train_827,A white dog with beige spots is running through a field,"A dog, which is tan, is running through the brush",0.58,0.6037589907646179
11376,sick_train_6029,A woman is cutting a fish,A woman is chopping garlic,0.64,0.6188609004020691
11377,sick_train_6435,Two dogs are walking slowly through a park,Two dogs are running quickly through a park,0.74,0.7626872658729553
11378,sick_train_6771,A white man is walking a dog through brown water with difficulty,A dog that has a brown and white coat is trotting through shallow water,0.4599999999999999,0.5518541932106018
11379,sts_train_3183,Bond bulls would like the Fed to recognize that risks are biased toward economic weakness.,The Fed also said the risks to the economy were biased toward weakness.,0.5176000000000001,0.6020354628562927
11380,sts_train_2506,The festival kicked off yesterday one day after the Competition Commission delivered its final verdict to the Government on the proposed £4.1 billion merger.,"The Competition Commission delivered its verdict yesterday on the proposed merger of the two big ITV players, Carlton and Granada.",0.5636,0.6287513971328735
11381,sts_train_329,An airplane is flying in the air.,A South African Airways plane is flying in a blue sky.,0.68,0.7272454500198364
11382,sick_train_1947,The girl is trotting on the horse,A horse is being ridden by a girl,0.9,1.0518189668655396
11383,sick_train_4321,A boy is wearing all black and is sliding down a blow up yellow slide,A girl is speeding down a steep slide,0.4,0.3752876818180084
11384,sts_train_3911,Security official killed in Yemen,Security personnel killed in Pakistan raid,0.12,0.233208492398262
11385,sts_train_4925,Syrian troops push into strategic rebelheld town,Syrian army pushes assault on rebel-held town,0.8,0.8173293471336365
11386,sick_train_1588,The children of a family are playing and waiting,Three Asian kids are dancing and there is no man looking,0.54,0.4940592348575592
11387,sick_train_5670,Someone is cleaning an animal,Someone is cleansing an animal,0.9,0.932231307029724
11388,sts_train_2314,Ive watched kids play.,I like watching kids play.,0.44,0.4349158406257629
11389,sts_train_1206,An airplane facing the camera.,A lone cow sits in the cold of the yard.,0.0,0.0790222212672233
11390,sick_train_2573,The man is not doing a wheelie on a mountain bike,A man on a bicycle is riding on one wheel only,0.8,0.8971268534660339
11391,sts_train_3824,Rebel fighters 'capture' Syrian soldiers,Free Syrian Army captures Syrian officers,0.6400000000000001,0.5627406239509583
11392,sick_train_576,A girl is communicating with sign language,A young girl is using sign language,0.96,0.9258806705474854
11393,sick_train_3943,Paper is being cut with scissors,Paper and scissors both cut,0.617,0.8608590364456177
11394,sts_train_3719,this is particularly true in the poorest countries. ,this was particularly after ethiopia withdraws its forces.,0.08,0.163390576839447
11395,sts_train_4373,"Apple revenue misses again, iPhone disappoints","U.S. trade agency rules for Samsung, bans iPhone 4 imports",0.12,0.1853377670049667
11396,sts_train_3640,president putin stated that russia would take countermeasures. ,putin warned that russia would take retaliatory actions.,0.8800000000000001,0.9349100589752196
11397,sts_train_108,The lady chopped up the green onions.,The lady cut up a green onion.,0.96,0.914803147315979
11398,sts_train_1370,two motorbikes on a dirt track.,Two dirt bikers riding over dirt hill.,0.7200000000000001,0.7410102486610413
11399,sick_train_4837,A group of people is gathering at a stand at the fair,The people are running at a carnival,0.5599999999999999,0.5261346697807312
11400,sts_train_213,The woman is cutting cooked octopus.,A woman is chopping octopus.,0.76,0.8087634444236755
11401,sts_train_2902,"The rule bars groups from airing ads that promote, support, attack or oppose a candidate at any time.","It upheld fallback rules that bar the same groups from airing ads that promote, support, attack or oppose a candidate at any time.",0.75,0.7411494851112366
11402,sick_train_1539,The baby is being put into a trash can by a woman,A person is putting meat into a skillet carelessly,0.2,0.2696598172187805
11403,sts_train_3019,Fighting erupted after four North Korean journalists confronted a dozen South Korean activists protesting human rights abuses in the North outside the main media centre.,Trouble flared when at least four North Korean reporters rushed from the Taegu media centre to confront a dozen activists protesting against human rights abuses in the North.,0.68,0.6447338461875916
11404,sts_train_1662,A young boy is punching a yellow ball.,A small dog jumps over a yellow beam.,0.08,0.1301700174808502
11405,sick_train_4245,A fish is being sliced by a man,A cat is jumping into a box,0.2,0.161700502038002
11406,sick_train_6279,Some women are holding each other in a circle and dancing,Two men are playing table tennis,0.22,0.2118877321481704
11407,sts_train_3414,A soldier was killed Monday and another wounded when their convoy was ambushed in northern Iraq.,"On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.",0.4,0.436598002910614
11408,sts_train_988,A man is playing the guitar.,A person is slicing a meat into pieces.,0.0,0.0950790643692016
11409,sick_train_1691,A man is shaking a container over a sink in the kitchen,A man is emptying a plastic container,0.8,0.6372604370117188
11410,sick_train_4032,There is no man in a red uniform making a jump in a dirt bike race,A man in a red uniform is making a jump in a dirt bike race,0.6799999999999999,0.7871096134185791
11411,sts_train_3617,"amnesty international's report was compiled by european and international non-governmental organizations such as saferworld, which opposes armed violence. ",the amnesty international report was compiled by european and international non-governmental forums.,0.6400000000000001,0.7494396567344666
11412,sts_train_2764,A federal magistrate in Fort Lauderdale ordered him held without bail.,"Zuccarini was ordered held without bail Wednesday by a federal judge in Fort Lauderdale, Fla.",0.6000000000000001,0.5087736248970032
11413,sts_train_3010,"The latest snapshot of the labor markets was slightly better than economists were expecting; they were forecasting claims to fall no lower than 410,000 for last week.","Despite problems in the job market, the latest snapshot of the labor markets was slightly better than economists were expecting.",0.68,0.6075024008750916
11414,sick_train_2054,The kitten is eagerly drinking some milk from the bowl,One small child is greedily drinking water from the cup,0.32,0.3678851723670959
11415,sts_train_1779,A little girl in a red shirt pulls a kite.,A girl in a red shirt takes a picture on a phone.,0.2799999999999999,0.3486762046813965
11416,sick_train_6929,A brown dog and a black dog are frolicking in the sand,A brown dog and a black dog are playing in the sand,0.9,0.8987053036689758
11417,sick_train_1406,The monkey is practicing martial arts,A gloved person is kicking at the hand of a monkey,0.64,0.7061633467674255
11418,sts_train_4130,Foreign pro-Palestinian activists seek to enter West Bank,100 pro-Palestinians seek to enter Israel at Allenby,0.44,0.4082983434200287
11419,sick_train_4165,A woman is sitting near a flower bed and is overlooking a tunnel,Two people are sitting on a bench,0.3,0.3228526413440704
11420,sick_train_1895,A squirrel is running around in circles,The man is removing knives from a tree,0.2,0.2405275255441665
11421,sick_train_7079,A woman is putting on makeup carefully,The band is singing ,0.2,0.1483148485422134
11422,sick_train_1858,A dog with a blue collar is playing with the ball outside,A grey dog is bouncing a soccer ball on its head in a grass field,0.6799999999999999,0.7255579829216003
11423,sts_train_3005,"The nation's largest retailer has told its 100 top suppliers they have to start using electronic tags on all pallets of goods by Jan. 25, 2005.","Wal-Mart has told its top 100 suppliers that they'll need to have radio-frequency ID systems in place for tracking pallets of goods through the supply chain by Jan. 25, 2005.",0.75,0.8614079356193542
11424,sick_train_4077,A man is exercising,The girl is exercising,0.74,0.5383176803588867
11425,sick_train_6392,The rhino is being fed on the grass,The young boys are playing outdoors and the man is smiling nearby,0.26,0.3697907626628876
11426,sts_train_2831,"Seniors would then have to pay 50 percent of their drug costs up to $3,450.","Above that, Medicare would pay 90 percent of all drug costs.",0.3,0.3203678429126739
11427,sick_train_5112,The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall,A woman is sitting and looking at the waterfall,0.62,0.5922215580940247
11428,sts_train_1622,Two large black dogs are playing in a grassy field.,Two white dogs are running together.,0.44,0.50705486536026
11429,sts_train_5006,JAL's first order from Airbus is blow to Boeing,Japan Airlines orders 31 Airbus A350s valued at $9.5 bn,0.6000000000000001,0.647371232509613
11430,sick_train_512,"Two men are doing a skit, which is very funny, with a boxer in front of a crowd of people",A rabbit is playing with a toy rabbit,0.2,0.2326896637678146
11431,sick_train_5158,The man is playing a game on a lawn,The rhino is grazing on the grass,0.2,0.2668289840221405
11432,sts_train_738,A man is eating bread.,A man is playing flute.,0.16,0.1547736376523971
11433,sts_train_5161,At least 11 killed in India building collapse,At Least 66 Killed in Bomb Blasts in Iraq,0.12,0.1973061859607696
11434,sick_train_2340,One person who is practicing snowboarding jumps into the air,A person is frying meat in a pan,0.2,0.2109054327011108
11435,sick_train_2846,A man in blue is riding a horse on a dirt road,A man is riding a dirty horse on a blue road,0.72,0.8819594383239746
11436,sick_train_5765,A person is ruffling the fur of a cat,A person is brushing a cat,0.76,0.8535938858985901
11437,sts_train_768,A woman is playing the flute.,A woman is slicing some tuna.,0.08,0.1433780044317245
11438,sts_train_3441,Hotly contested legislation that would change the state's takeover law and help a Michigan-based development company fend off a takeover cleared the state Senate on Thursday.,Legislation that would change state takeover law and help Bloomfield Hills-based Taubman Centers Inc. fend off a $1-billion takeover won committee approval Tuesday.,0.55,0.6054211258888245
11439,sts_train_4371,"Afghans flock to colleges, even as Taliban loom",Afghan District Governor Defects To Taliban,0.12,0.148455411195755
11440,sick_train_6277,A black dog in the snow is jumping onto the ground and missing a stick,A black dog in the snow is jumping off the ground and catching a stick,0.78,0.7714753150939941
11441,sts_train_5241,China stocks open higher Monday,China stocks close lower on Thursday,0.2,0.2756388485431671
11442,sts_train_2993,"Security experts are warning that a new mass-mailing worm is spreading widely across the Internet, sometimes posing as e-mail from the Microsoft founder.","A new worm has been spreading rapidly across the Internet, sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates, antivirus vendors said Monday.",0.96,0.9596684575080872
11443,sick_train_5633,Two white dogs are quickly running together,Two white dogs are running together,0.92,0.9786828756332396
11444,sick_train_5219,The presentation is being attended by a classroom of students,A classroom is full of students,0.6799999999999999,0.8105873465538025
11445,sick_train_1169,A father is pulling his daughter on a go-kart and another girl is looking away,Two small children are playing with a toy car in the street,0.4599999999999999,0.5084599852561951
11446,sts_train_5539,Iran's president condemns use of chemical weapons in Syria,Probe alleged use of chemical weapons in Syria,0.32,0.4165538251399994
11447,sts_train_360,A man is fishing in the river.,A man is singing while walking down the sidewalk.,0.16,0.2314444482326507
11448,sick_train_6423,A man is eating a carrot sliced by a machine,A man is slicing the carrot with a machine,0.72,0.7586855888366699
11449,sts_train_17,The polar bear is sliding on the snow.,A polar bear is sliding across the snow.,1.0,0.9674938321113586
11450,sts_train_2118,loose change started out as a work of fiction.,It finished as a work of fiction.,0.44,0.3066451251506805
11451,sts_train_2206,I said she has not ever had to be a part of any workforce.,Ann Romney has never had to get out and be a part of the workforce.,0.68,0.763109028339386
11452,sts_train_364,The little boy is singing and playing the guitar.,A baby is playing a guitar.,0.5599999999999999,0.6429489254951477
11453,sick_train_3455,A young woman is getting a tattoo on her hand,The woman in the white sweater is drawing a tattoo on the hand of a teenager,0.7030000000000001,0.7532587051391602
